Ticker,Company Name,Industry,Sector,Year, Market Cap , Tangible Book Value , Goodwill , Other Intangible Assets ,Multiplier,Data Value ,Data Value as % of Market Cap
ED,"Consolidated Edison, Inc.",Utilities - Regulated Electric,Utilities,2023,30921552685,,408000000,,0.1625,5091052311,0.1646
ED,"Consolidated Edison, Inc.",Utilities - Regulated Electric,Utilities,2022,31360212749,,408000000,,0.1625,5162334572,0.1646
ED,"Consolidated Edison, Inc.",Utilities - Regulated Electric,Utilities,2021,26736042254,19043000000,439000000,854000000,0.1625,1460231866,0.0546
ED,"Consolidated Edison, Inc.",Utilities - Regulated Electric,Utilities,2020,21542731503,,,1460000000,0.1625,3737943869,0.1735
STZ,"Constellation Brands, Inc.",Beverages - Brewers,Consumer Defensive,2024,43997142596,-647400000,7980300000,2731700000,0.1625,8995438172,0.2045
STZ,"Constellation Brands, Inc.",Beverages - Brewers,Consumer Defensive,2023,39035983348,-1919600000,7925400000,2728100000,0.1625,8386476044,0.2148
STZ,"Constellation Brands, Inc.",Beverages - Brewers,Consumer Defensive,2022,37209518756,1430200000,7862400000,2755200000,0.1625,7539499298,0.2026
STZ,"Constellation Brands, Inc.",Beverages - Brewers,Consumer Defensive,2021,37056658411,3403500000,7793500000,2732100000,0.1625,7179048242,0.1937
CEG,Constellation Energy Corporation,Utilities - Renewable,Utilities,2024,72980041542,13119000000,420000000,,0.1625,9795669251,0.1342
CEG,Constellation Energy Corporation,Utilities - Renewable,Utilities,2023,36178996229,10861000000,425000000,,0.1625,4183236887,0.1156
CEG,Constellation Energy Corporation,Utilities - Renewable,Utilities,2022,26211040208,11325000000,47000000,,0.1625,2426619034,0.0926
CEG,Constellation Energy Corporation,Utilities - Renewable,Utilities,2021,,,,,0.1625, -   ,#DIV/0!
CEG,Constellation Energy Corporation,Utilities - Renewable,Utilities,2020,,,47000000,,0.1625,7637500,#DIV/0!
COO,"The Cooper Companies, Inc.",Medical Instruments & Supplies,Healthcare,2024,21016479553,2454200000,3838400000,1791000000,0.1625,3931147927,0.1871
COO,"The Cooper Companies, Inc.",Medical Instruments & Supplies,Healthcare,2023,15817669353,2216200000,3624500000,1710300000,0.1625,3077143770,0.1945
COO,"The Cooper Companies, Inc.",Medical Instruments & Supplies,Healthcare,2022,13606823725,1679900000,3609700000,1885100000,0.1625,2831030105,0.2081
COO,"The Cooper Companies, Inc.",Medical Instruments & Supplies,Healthcare,2021,20912905333,3096500000,2574000000,1271500000,0.1625,3520059617,0.1683
COO,"The Cooper Companies, Inc.",Medical Instruments & Supplies,Healthcare,2020,16533257850,,,,0.1625,2686654401,0.1625
CPRT,"Copart, Inc.",Specialty Business Services,Industrials,2024,49932516390,6960558000,513909000,74088000,0.1625,7078492751,0.1418
CPRT,"Copart, Inc.",Specialty Business Services,Industrials,2023,42864942007,5530449000,394289000,62702000,0.1625,6141116151,0.1433
CPRT,"Copart, Inc.",Specialty Business Services,Industrials,2022,30609448983,4168965000,401954000,54680000,0.1625,4370781672,0.1428
CPRT,"Copart, Inc.",Specialty Business Services,Industrials,2021,35439611744,3127611000,355717000,45873000,0.1625,5315958496,0.15
CPRT,"Copart, Inc.",Specialty Business Services,Industrials,2020,22417497855,,,,0.1625,3642843401,0.1625
GLW,Corning Incorporated,Electronic Components,Technology,2024,40441637280,7955000000,2363000000,752000000,0.1625,5785266058,0.1431
GLW,Corning Incorporated,Electronic Components,Technology,2023,25180554817,8583000000,2380000000,905000000,0.1625,3230915158,0.1283
GLW,Corning Incorporated,Electronic Components,Technology,2022,25813252670,8852000000,2394000000,1029000000,0.1625,3312441059,0.1283
GLW,Corning Incorporated,Electronic Components,Technology,2021,28989258997,8976000000,2421000000,1148000000,0.1625,3832117087,0.1322
GLW,Corning Incorporated,Electronic Components,Technology,2020,27043197829,,,,0.1625,4394519647,0.1625
CPAY,"Corpay, Inc.",Software - Infrastructure,Technology,2024,23935079301,-5249120000,5984667000,2410442000,0.1625,6106637599,0.2551
CPAY,"Corpay, Inc.",Software - Infrastructure,Technology,2023,19752566740,-4448262000,5644958000,2085663000,0.1625,5188860583,0.2627
CPAY,"Corpay, Inc.",Software - Infrastructure,Technology,2022,12862054845,-4790916000,5201435000,2130974000,0.1625,4060124225,0.3157
CPAY,"Corpay, Inc.",Software - Infrastructure,Technology,2021,15972921393,-4547783000,5078978000,2335385000,0.1625,4539448451,0.2842
CPAY,"Corpay, Inc.",Software - Infrastructure,Technology,2020,19015665411,,,,0.1625,3090045629,0.1625
CTVA,"Corteva, Inc.",Agricultural Inputs,Basic Materials,2024,38653067365,4746000000,10408000000,8876000000,0.1625,8643548447,0.2236
CTVA,"Corteva, Inc.",Agricultural Inputs,Basic Materials,2023,32343601783,5048000000,10605000000,9626000000,0.1625,7723072790,0.2388
CTVA,"Corteva, Inc.",Agricultural Inputs,Basic Materials,2022,39347865694,6240000000,9962000000,9339000000,0.1625,8516440675,0.2164
CTVA,"Corteva, Inc.",Agricultural Inputs,Basic Materials,2021,31134202302,5472000000,10107000000,10044000000,0.1625,7444645374,0.2391
CTVA,"Corteva, Inc.",Agricultural Inputs,Basic Materials,2020,24976640176,,,,0.1625,4058704029,0.1625
CSGP,"CoStar Group, Inc.",Real Estate Services,Real Estate,2024,30353580576,4592700000,2527600000,433200000,0.1625,4667273094,0.1538
CSGP,"CoStar Group, Inc.",Real Estate Services,Real Estate,2023,36160755030,4638700000,2386200000,313700000,0.1625,5561067692,0.1538
CSGP,"CoStar Group, Inc.",Real Estate Services,Real Estate,2022,32574163092,4225900000,2314800000,329300000,0.1625,5036259002,0.1546
CSGP,"CoStar Group, Inc.",Real Estate Services,Real Estate,2021,33438575594,2916221000,2321015000,474436000,0.1625,5414143409,0.1619
CSGP,"CoStar Group, Inc.",Real Estate Services,Real Estate,2020,38820923024,,,,0.1625,6308399991,0.1625
COST,Costco Wholesale Corporation,Discount Stores,Consumer Defensive,2024,3.94E+11,23622000000,,,0.1625,60245743815,0.1528
COST,Costco Wholesale Corporation,Discount Stores,Consumer Defensive,2023,2.33E+11,25058000000,,,0.1625,33869681183,0.1451
COST,Costco Wholesale Corporation,Discount Stores,Consumer Defensive,2022,2.25E+11,20647000000,,,0.1625,33143017978,0.1476
COST,Costco Wholesale Corporation,Discount Stores,Consumer Defensive,2021,1.93E+11,18078000000,,,0.1625,28476200405,0.1473
CTRA,Coterra Energy Inc.,Oil & Gas E&P,Energy,2024,19284077224,13122000000,,,0.1625,1001337549,0.0519
CTRA,Coterra Energy Inc.,Oil & Gas E&P,Energy,2023,18853961411,13039000000,,,0.1625,944931229.2,0.0501
CTRA,Coterra Energy Inc.,Oil & Gas E&P,Energy,2022,17083098819,12659000000,,,0.1625,718916058,0.0421
CTRA,Coterra Energy Inc.,Oil & Gas E&P,Energy,2021,12719773207,11738000000,,,0.1625,159538146.2,0.0125
CTRA,Coterra Energy Inc.,Oil & Gas E&P,Energy,2020,9921831331,,,,0.1625,1612297591,0.1625
CRWD,"CrowdStrike Holdings, Inc.",Software - Infrastructure,Technology,2025,98424345307,2272998000,912805000,133114000,0.1625,15794555775,0.1605
CRWD,"CrowdStrike Holdings, Inc.",Software - Infrastructure,Technology,2024,73856650625,1584530000,638041000,114518000,0.1625,11866510439,0.1607
CRWD,"CrowdStrike Holdings, Inc.",Software - Infrastructure,Technology,2023,26773116035,969900000,430645000,86889000,0.1625,4277121881,0.1598
CRWD,"CrowdStrike Holdings, Inc.",Software - Infrastructure,Technology,2022,42675053422,523862000,416445000,97336000,0.1625,6933058019,0.1625
CRWD,"CrowdStrike Holdings, Inc.",Software - Infrastructure,Technology,2021,53069607209,,,,0.1625,8623811171,0.1625
CCI,Crown Castle Inc.,REIT - Specialty,Real Estate,2024,38650169974,-8041000000,5127000000,2781000000,0.1625,8872365121,0.2296
CCI,Crown Castle Inc.,REIT - Specialty,Real Estate,2023,46534321290,-6883000000,10085000000,3179000000,0.1625,10835714710,0.2329
CCI,Crown Castle Inc.,REIT - Specialty,Real Estate,2022,52664472162,-6232000000,10085000000,3596000000,0.1625,11793839226,0.2239
CCI,Crown Castle Inc.,REIT - Specialty,Real Estate,2021,75959324438,-5866000000,10078000000,4046000000,0.1625,15591765221,0.2053
CCI,Crown Castle Inc.,REIT - Specialty,Real Estate,2020,55915838077,,,,0.1625,9086323688,0.1625
CSX,CSX Corporation,Railroads,Industrials,2024,60661471864,12074000000,239000000,194000000,0.1625,7965826678,0.1313
CSX,CSX Corporation,Railroads,Industrials,2023,64284208247,11479000000,325000000,181000000,0.1625,8663071340,0.1348
CSX,CSX Corporation,Railroads,Industrials,2022,56735314487,12123000000,319000000,183000000,0.1625,7331076104,0.1292
CSX,CSX Corporation,Railroads,Industrials,2021,67445103990,13049000000,276000000,175000000,0.1625,8912654398,0.1321
CSX,CSX Corporation,Railroads,Industrials,2020,53379756798,,,,0.1625,8674210480,0.1625
CMI,Cummins Inc.,Specialty Industrial Machinery,Industrials,2024,47988808454,6587000000,2370000000,2351000000,0.1625,7494956374,0.1562
CMI,Cummins Inc.,Specialty Industrial Machinery,Industrials,2023,31976819404,7385000000,2499000000,20000000,0.1625,4405508153,0.1378
CMI,Cummins Inc.,Specialty Industrial Machinery,Industrials,2022,31426331229,7538000000,2343000000,344000000,0.1625,4318491325,0.1374
CMI,Cummins Inc.,Specialty Industrial Machinery,Industrials,2021,27760774209,7214000000,1287000000,900000000,0.1625,3694238309,0.1331
CMI,Cummins Inc.,Specialty Industrial Machinery,Industrials,2020,27695255504,,,,0.1625,4500479019,0.1625
CVS,CVS Health Corporation,Healthcare Plans,Healthcare,2024,55656722803,-42865000000,91272000000,27323000000,0.1625,35281467455,0.6339
CVS,CVS Health Corporation,Healthcare Plans,Healthcare,2023,95256063002,-43870000000,91272000000,29234000000,0.1625,42190210238,0.4429
CVS,CVS Health Corporation,Healthcare Plans,Healthcare,2022,1.08E+11,-31184000000,78150000000,24803000000,0.1625,39269963755,0.3652
CVS,CVS Health Corporation,Healthcare Plans,Healthcare,2021,1.17E+11,-32766000000,79121000000,29026000000,0.1625,41929233710,0.358
DHR,Danaher Corporation,Diagnostics & Research,Healthcare,2024,1.65E+11,-9515000000,40497000000,18568000000,0.1625,37958776983,0.23
DHR,Danaher Corporation,Diagnostics & Research,Healthcare,2023,1.65E+11,-8864000000,41608000000,20746000000,0.1625,38429458738,0.2325
DHR,Danaher Corporation,Diagnostics & Research,Healthcare,2022,1.65E+11,-7007000000,37276000000,19821000000,0.1625,37289695075,0.2255
DHR,Danaher Corporation,Diagnostics & Research,Healthcare,2021,2.02E+11,-18850000000,41184000000,22843000000,0.1625,46240582947,0.2293
DHR,Danaher Corporation,Diagnostics & Research,Healthcare,2020,1.39E+11,,,,0.1625,22524250245,0.1625
DRI,"Darden Restaurants, Inc.",Restaurants,Consumer Cyclical,2024,16991727913,-388400000,1391000000,1239900000,0.1625,3251792036,0.1914
DRI,"Darden Restaurants, Inc.",Restaurants,Consumer Cyclical,2023,17779007078,279500000,1037400000,884600000,0.1625,3155994900,0.1775
DRI,"Darden Restaurants, Inc.",Restaurants,Consumer Cyclical,2022,13351261310,281700000,1037400000,879100000,0.1625,2435234963,0.1824
DRI,"Darden Restaurants, Inc.",Restaurants,Consumer Cyclical,2021,14292057977,902500000,1037400000,873200000,0.1625,2486275671,0.174
DRI,"Darden Restaurants, Inc.",Restaurants,Consumer Cyclical,2020,8219868945,,,,0.1625,1335728704,0.1625
DVA,DaVita Inc.,Medical Care Facilities,Healthcare,2024,12157600098,-5481296000,7375216000,197431000,0.1625,4096875753,0.337
DVA,DaVita Inc.,Medical Care Facilities,Healthcare,2023,8411771502,-4572434000,7112560000,203224000,0.1625,3298748294,0.3922
DVA,DaVita Inc.,Medical Care Facilities,Healthcare,2022,5980933329,-5034496000,7076610000,182686000,0.1625,2969642866,0.4965
DVA,DaVita Inc.,Medical Care Facilities,Healthcare,2021,9085942819,-4852954000,7046241000,177693000,0.1625,3438960008,0.3785
DVA,DaVita Inc.,Medical Care Facilities,Healthcare,2020,9293599976,,,,0.1625,1510209996,0.1625
DAY,Dayforce Inc,Software - Application,Technology,2024,11524374965,20400000,2336700000,189200000,0.1625,2279854682,0.1978
DAY,Dayforce Inc,Software - Application,Technology,2023,10473100711,-125900000,2293900000,230200000,0.1625,2132503866,0.2036
DAY,Dayforce Inc,Software - Application,Technology,2022,9844423972,-452200000,2280000000,281600000,0.1625,2089461395,0.2122
DAY,Dayforce Inc,Software - Application,Technology,2021,16534987637,-428600000,2323600000,332500000,0.1625,3188199241,0.1928
DAY,Dayforce Inc,Software - Application,Technology,2020,16719430525,,,,0.1625,2716907460,0.1625
DECK,Deckers Outdoor Corporation,Footwear & Accessories,Consumer Cyclical,2024,23232082030,2080385000,13990000,13093000,0.1625,3441551755,0.1481
DECK,Deckers Outdoor Corporation,Footwear & Accessories,Consumer Cyclical,2023,11411272728,1728276000,13990000,23467000,0.1625,1579573731,0.1384
DECK,Deckers Outdoor Corporation,Footwear & Accessories,Consumer Cyclical,2022,7096362109,1499137000,13990000,25698000,0.1625,915998380.3,0.1291
DECK,Deckers Outdoor Corporation,Footwear & Accessories,Consumer Cyclical,2021,8300975271,1402280000,13990000,27955000,0.1625,1127854044,0.1359
DECK,Deckers Outdoor Corporation,Footwear & Accessories,Consumer Cyclical,2020,3322188314,,,,0.1625,539855601,0.1625
DE,Deere & Company,Farm & Heavy Construction Machinery,Industrials,2024,1.09E+11,17463000000,3959000000,1503000000,0.1625,15843175661,0.1447
DE,Deere & Company,Farm & Heavy Construction Machinery,Industrials,2023,98574006362,16403000000,3900000000,1583000000,0.1625,14243776034,0.1445
DE,Deere & Company,Farm & Heavy Construction Machinery,Industrials,2022,1.03E+11,15080000000,3687000000,1590000000,0.1625,15197072629,0.1471
DE,Deere & Company,Farm & Heavy Construction Machinery,Industrials,2021,90265357132,13586000000,3291000000,1557000000,0.1625,13248195534,0.1468
DE,Deere & Company,Farm & Heavy Construction Machinery,Industrials,2020,59273755283,,,,0.1625,9631985234,0.1625
DELL,Dell Technologies Inc.,Computer Hardware,Technology,2025,36841567758,-25495000000,19120000000,4988000000,0.1625,14047242261,0.3813
DELL,Dell Technologies Inc.,Computer Hardware,Technology,2024,29887193882,-27533000000,19700000000,5701000000,0.1625,13458444006,0.4503
DELL,Dell Technologies Inc.,Computer Hardware,Technology,2023,14163332100,-29169000000,19676000000,6468000000,0.1625,11289903966,0.7971
DELL,Dell Technologies Inc.,Computer Hardware,Technology,2022,19164832711,-28811000000,19770000000,7461000000,0.1625,12221110316,0.6377
DELL,Dell Technologies Inc.,Computer Hardware,Technology,2021,12780051440,,,,0.1625,2076758359,0.1625
DAL,"Delta Air Lines, Inc.",Airlines,Industrials,2024,38980321263,-435000000,9753000000,5975000000,0.1625,8960789705,0.2299
DAL,"Delta Air Lines, Inc.",Airlines,Industrials,2023,25555814669,-4631000000,9753000000,5983000000,0.1625,7462457384,0.292
DAL,"Delta Air Lines, Inc.",Airlines,Industrials,2022,20880791033,-9163000000,9753000000,5992000000,0.1625,7440678543,0.3563
DAL,"Delta Air Lines, Inc.",Airlines,Industrials,2021,25085769719,-11867000000,9753000000,6001000000,0.1625,8564850079,0.3414
DAL,"Delta Air Lines, Inc.",Airlines,Industrials,2020,25336092520,,,,0.1625,4117115035,0.1625
DVN,Devon Energy Corporation,Oil & Gas E&P,Energy,2024,20857460359,13951000000,753000000,,0.1625,1244662308,0.0597
DVN,Devon Energy Corporation,Oil & Gas E&P,Energy,2023,28651843909,11464000000,753000000,,0.1625,2915387135,0.1018
DVN,Devon Energy Corporation,Oil & Gas E&P,Energy,2022,35525754030,10543000000,753000000,,0.1625,4182060030,0.1177
DVN,Devon Energy Corporation,Oil & Gas E&P,Energy,2021,24353216802,8646000000,753000000,,0.1625,2674785230,0.1098
DVN,Devon Energy Corporation,Oil & Gas E&P,Energy,2020,8043998408,,,,0.1625,1307149741,0.1625
DXCM,"DexCom, Inc.",Medical Devices,Healthcare,2024,31116958244,1999200000,22800000,80600000,0.1625,4748438215,0.1526
DXCM,"DexCom, Inc.",Medical Devices,Healthcare,2023,48213477772,1934100000,25200000,109300000,0.1625,7542255138,0.1564
DXCM,"DexCom, Inc.",Medical Devices,Healthcare,2022,44047994036,1958500000,25700000,147600000,0.1625,6867704031,0.1559
DXCM,"DexCom, Inc.",Medical Devices,Healthcare,2021,52459717037,2010600000,26500000,5000000,0.1625,8203100268,0.1564
FANG,"Diamondback Energy, Inc.",Oil & Gas E&P,Energy,2024,46892334996,39862000000,,,0.1625,1142429437,0.0244
FANG,"Diamondback Energy, Inc.",Oil & Gas E&P,Energy,2023,43259020409,17430000000,,,0.1625,4197215817,0.097
FANG,"Diamondback Energy, Inc.",Oil & Gas E&P,Energy,2022,35071049946,15690000000,,,0.1625,3149420616,0.0898
FANG,"Diamondback Energy, Inc.",Oil & Gas E&P,Energy,2021,27091461893,13245000000,,,0.1625,2250050058,0.0831
FANG,"Diamondback Energy, Inc.",Oil & Gas E&P,Energy,2020,11545299498,,,,0.1625,1876111169,0.1625
DLR,"Digital Realty Trust, Inc.",REIT - Specialty,Real Estate,2024,59529085322,12068295000,8929431000,2178054000,0.1625,9517344740,0.1599
DLR,"Digital Realty Trust, Inc.",REIT - Specialty,Real Estate,2023,43600685214,9256213000,9239871000,2500237000,0.1625,7488744285,0.1718
DLR,"Digital Realty Trust, Inc.",REIT - Specialty,Real Estate,2022,31446807220,7321020000,9208497000,3092627000,0.1625,5919373073,0.1882
DLR,"Digital Realty Trust, Inc.",REIT - Specialty,Real Estate,2021,52019119514,7850856000,7937440000,2735486000,0.1625,8911693296,0.1713
DLR,"Digital Realty Trust, Inc.",REIT - Specialty,Real Estate,2020,39927507619,,,,0.1625,6488219988,0.1625
DFS,Discover Financial Services,Credit Services,Financial Services,2024,43772667125,,255000000,,0.45,19812450206,0.4526
DFS,Discover Financial Services,Credit Services,Financial Services,2023,27450178285,,255000000,,0.45,12467330228,0.4542
DFS,Discover Financial Services,Credit Services,Financial Services,2022,23301648115,,255000000,,0.45,10600491652,0.4549
DFS,Discover Financial Services,Credit Services,Financial Services,2021,27397206547,,255000000,,0.45,12443492946,0.4542
DFS,Discover Financial Services,Credit Services,Financial Services,2020,20500742960,,,95000000,0.45,9268084332,0.4521
DG,Dollar General Corporation,Discount Stores,Consumer Defensive,2025,15852837908,1875418000,4338589000,1199700000,0.1625,3171302698,0.2
DG,Dollar General Corporation,Discount Stores,Consumer Defensive,2024,28775687037,1210830000,4338589000,1199700000,0.1625,5379261231,0.1869
DG,Dollar General Corporation,Discount Stores,Consumer Defensive,2023,49387440515,3483000,4338589000,1199700000,0.1625,8924865059,0.1807
DG,Dollar General Corporation,Discount Stores,Consumer Defensive,2022,43123734044,723647000,4338589000,1199750000,0.1625,7789994232,0.1806
DG,Dollar General Corporation,Discount Stores,Consumer Defensive,2021,41037283991,,,,0.1625,6668558649,0.1625
DLTR,"Dollar Tree, Inc.",Discount Stores,Consumer Defensive,2025,15912762229,,421200000,,0.1625,2654268862,0.1668
DLTR,"Dollar Tree, Inc.",Discount Stores,Consumer Defensive,2024,28777389483,5163100000,423300000,1726700000,0.1625,4186697041,0.1455
DLTR,"Dollar Tree, Inc.",Discount Stores,Consumer Defensive,2023,32579544762,5651500000,1983100000,1116900000,0.1625,4879557274,0.1498
DLTR,"Dollar Tree, Inc.",Discount Stores,Consumer Defensive,2022,28200340044,4618500000,1984400000,1115600000,0.1625,4335799007,0.1537
DLTR,"Dollar Tree, Inc.",Discount Stores,Consumer Defensive,2021,22254369984,,,3100000000,0.1625,4120085122,0.1851
D,"Dominion Energy, Inc.",Utilities - Regulated Electric,Utilities,2024,45536686527,24913000000,4143000000,1136000000,0.1625,4209186561,0.0924
D,"Dominion Energy, Inc.",Utilities - Regulated Electric,Utilities,2023,38084216702,22479000000,4143000000,945000000,0.1625,3362647714,0.0883
D,"Dominion Energy, Inc.",Utilities - Regulated Electric,Utilities,2022,47125120324,22703000000,4143000000,813000000,0.1625,4773944553,0.1013
D,"Dominion Energy, Inc.",Utilities - Regulated Electric,Utilities,2021,57286037760,19119000000,7405000000,784000000,0.1625,7532856136,0.1315
D,"Dominion Energy, Inc.",Utilities - Regulated Electric,Utilities,2020,52499221110,,,,0.1625,8531123430,0.1625
DPZ,"Domino's Pizza, Inc.",Restaurants,Consumer Cyclical,2024,14663538888,-4117316000,11578000,143447000,0.1625,3077080482,0.2098
DPZ,"Domino's Pizza, Inc.",Restaurants,Consumer Cyclical,2023,13789968637,-4204472000,11688000,122417000,0.1625,2945888666,0.2136
DPZ,"Domino's Pizza, Inc.",Restaurants,Consumer Cyclical,2022,11515427606,-4297419000,11763000,96591000,0.1625,2587195098,0.2247
DPZ,"Domino's Pizza, Inc.",Restaurants,Consumer Cyclical,2021,18241001557,-4305094000,15034000,80524000,0.1625,3679268703,0.2017
DPZ,"Domino's Pizza, Inc.",Restaurants,Consumer Cyclical,2020,12587060544,,,,0.1625,2045397338,0.1625
DASH,"DoorDash, Inc.",Internet Content & Information,Communication Services,2024,67251144643,4985000000,2315000000,510000000,0.45,29291015090,0.4355
DASH,"DoorDash, Inc.",Internet Content & Information,Communication Services,2023,38534421050,3722000000,2432000000,659000000,0.45,17056539472,0.4426
DASH,"DoorDash, Inc.",Internet Content & Information,Communication Services,2022,19130549767,3633000000,2370000000,765000000,0.45,8384647395,0.4383
DASH,"DoorDash, Inc.",Internet Content & Information,Communication Services,2021,58735433459,4290000000,316000000,61000000,0.45,24670095056,0.42
DASH,"DoorDash, Inc.",Internet Content & Information,Communication Services,2020,56119435203,,,,0.45,25253745841,0.45
DOV,Dover Corporation,Specialty Industrial Machinery,Industrials,2024,25673468749,467440000,4905702000,1580854000,0.1625,5150045022,0.2006
DOV,Dover Corporation,Specialty Industrial Machinery,Industrials,2023,20560489110,-976163000,4637564000,1445204000,0.1625,4488155768,0.2183
DOV,Dover Corporation,Specialty Industrial Machinery,Industrials,2022,18038469524,-1716863000,4669494000,1333735000,0.1625,4185766248,0.232
DOV,Dover Corporation,Specialty Industrial Machinery,Industrials,2021,23677326053,-1728816000,4558822000,1359522000,0.1625,5090228984,0.215
DOV,Dover Corporation,Specialty Industrial Machinery,Industrials,2020,16120847581,,,,0.1625,2619637732,0.1625
DOW,Dow Inc.,Chemicals,Basic Materials,2024,27574294039,7565000000,8565000000,1721000000,0.1625,4922985281,0.1785
DOW,Dow Inc.,Chemicals,Basic Materials,2023,36178297113,8395000000,8641000000,2072000000,0.1625,6255648281,0.1729
DOW,Dow Inc.,Chemicals,Basic Materials,2022,31733489635,10161000000,8644000000,2442000000,0.1625,5307004566,0.1672
DOW,Dow Inc.,Chemicals,Basic Materials,2021,33741325909,7094000000,8764000000,2881000000,0.1625,6222502960,0.1844
DOW,Dow Inc.,Chemicals,Basic Materials,2020,31047259744,,,,0.1625,5045179708,0.1625
DHI,"D.R. Horton, Inc.",Residential Construction,Consumer Cyclical,2024,60411079469,25655000000,163500000,5900000,0.1625,5675390414,0.0939
DHI,"D.R. Horton, Inc.",Residential Construction,Consumer Cyclical,2023,33727145642,22963300000,163500000,11100000,0.1625,1777497417,0.0527
DHI,"D.R. Horton, Inc.",Residential Construction,Consumer Cyclical,2022,21821953681,19611500000,163500000,10600000,0.1625,387489973.2,0.0178
DHI,"D.R. Horton, Inc.",Residential Construction,Consumer Cyclical,2021,26331252002,15048600000,163500000,4100000,0.1625,1860665950,0.0707
DHI,"D.R. Horton, Inc.",Residential Construction,Consumer Cyclical,2020,23104117409,,,,0.1625,3754419079,0.1625
DTE,DTE Energy Company,Utilities - Regulated Electric,Utilities,2024,24920710520,9567000000,1993000000,144000000,0.1625,2842240460,0.1141
DTE,DTE Energy Company,Utilities - Regulated Electric,Utilities,2023,21957523404,8906000000,1993000000,156000000,0.1625,2470085053,0.1125
DTE,DTE Energy Company,Utilities - Regulated Electric,Utilities,2022,22739781656,8242000000,1993000000,166000000,0.1625,2706727019,0.119
DTE,DTE Energy Company,Utilities - Regulated Electric,Utilities,2021,22169839516,6543000000,1993000000,177000000,0.1625,2891986421,0.1304
DTE,DTE Energy Company,Utilities - Regulated Electric,Utilities,2020,18401150114,,,,0.1625,2990186894,0.1625
DUK,Duke Energy Corporation,Utilities - Regulated Electric,Utilities,2024,83110290917,31952000000,19303000000,,0.1625,11449959774,0.1378
DUK,Duke Energy Corporation,Utilities - Regulated Electric,Utilities,2023,72074610943,30883000000,19303000000,,0.1625,9830374278,0.1364
DUK,Duke Energy Corporation,Utilities - Regulated Electric,Utilities,2022,73435321872,32550000000,19303000000,,0.1625,9780602304,0.1332
DUK,Duke Energy Corporation,Utilities - Regulated Electric,Utilities,2021,71021530088,31833000000,19303000000,,0.1625,9504873639,0.1338
DUK,Duke Energy Corporation,Utilities - Regulated Electric,Utilities,2020,59273805346,,,,0.1625,9631993369,0.1625
DD,"DuPont de Nemours, Inc.",Specialty Chemicals,Basic Materials,2024,31629748802,1856000000,16567000000,5370000000,0.1625,8402996680,0.2657
DD,"DuPont de Nemours, Inc.",Specialty Chemicals,Basic Materials,2023,31389046886,2191000000,16720000000,5814000000,0.1625,8406457619,0.2678
DD,"DuPont de Nemours, Inc.",Specialty Chemicals,Basic Materials,2022,27542125346,4859000000,16663000000,5495000000,0.1625,7286682869,0.2646
DD,"DuPont de Nemours, Inc.",Specialty Chemicals,Basic Materials,2021,31652360559,3847000000,16981000000,6222000000,0.1625,8288858591,0.2619
DD,"DuPont de Nemours, Inc.",Specialty Chemicals,Basic Materials,2020,26996719912,,,,0.1625,4386966986,0.1625
EMN,Eastman Chemical Company,Specialty Chemicals,Basic Materials,2024,10345141829,1188000000,3632000000,1032000000,0.1625,2245935547,0.2171
EMN,Eastman Chemical Company,Specialty Chemicals,Basic Materials,2023,9912127189,746000000,3646000000,1138000000,0.1625,2266895668,0.2287
EMN,Eastman Chemical Company,Specialty Chemicals,Basic Materials,2022,8772213826,362000000,3664000000,1210000000,0.1625,2158684747,0.2461
EMN,Eastman Chemical Company,Specialty Chemicals,Basic Materials,2021,12378352985,785000000,3641000000,1362000000,0.1625,2696907360,0.2179
EMN,Eastman Chemical Company,Specialty Chemicals,Basic Materials,2020,10002070275,,,,0.1625,1625336420,0.1625
ETN,Eaton Corporation plc,Specialty Industrial Machinery,Industrials,2024,1.31E+11,-839000000,14713000000,4657000000,0.1625,24648872128,0.1875
ETN,Eaton Corporation plc,Specialty Industrial Machinery,Industrials,2023,92273117069,-1000000000,14977000000,5092000000,0.1625,18418094024,0.1996
ETN,Eaton Corporation plc,Specialty Industrial Machinery,Industrials,2022,59797438751,-3207000000,14796000000,5486000000,0.1625,13534046297,0.2263
ETN,Eaton Corporation plc,Specialty Industrial Machinery,Industrials,2021,63643623919,-4155000000,14751000000,5855000000,0.1625,14365751387,0.2257
ETN,Eaton Corporation plc,Specialty Industrial Machinery,Industrials,2020,43253749458,,,,0.1625,7028734287,0.1625
EBAY,eBay Inc.,Internet Retail,Consumer Cyclical,2024,28955656423,,4269000000,,0.1625,5399006669,0.1865
EBAY,eBay Inc.,Internet Retail,Consumer Cyclical,2023,19756146906,,4267000000,,0.1625,3903761372,0.1976
EBAY,eBay Inc.,Internet Retail,Consumer Cyclical,2022,18417386506,,4262000000,,0.1625,3685400307,0.2001
EBAY,eBay Inc.,Internet Retail,Consumer Cyclical,2021,28891926608,5592000000,4178000000,8000000,0.1625,4466463074,0.1546
EBAY,eBay Inc.,Internet Retail,Consumer Cyclical,2020,21873992075,,,12000000,0.1625,3556473712,0.1626
ECL,Ecolab Inc.,Specialty Chemicals,Basic Materials,2024,66426110840,-2426900000,7907300000,3308800000,0.1625,13011230511,0.1959
